,Tenure,Income,Age,Children,MonthlyCharge,Bandwidth_GB_Year
5705,70.22928,70312.37,28,2,197.484,6865.467972
5706,63.06098,8758.69,34,3,150.0208,5716.051522
5707,56.31481,19872.48,37,2,255.1372,5401.877883
5708,55.69627,110579.2,39,1,210.1563,5230.495459
5709,66.00149,12602.8,57,0,240.1149,5956.933654
5710,60.37442,26909.8,23,8,172.4705,6089.889713
5711,66.19811,23021.26,56,0,149.9741,6136.96562
5713,54.69435,87268.6,54,0,257.6841,5298.949356
5714,63.05421,954.43,61,2,172.4404,5962.861013
5715,54.78051,36171.71,71,0,132.466,5151.21569
5716,55.38418,16643.07,72,1,159.983,4675.756402
5717,47.40586,36242.89,65,2,149.989,4281.425931
5718,65.45306,19218.35,40,0,187.4811,6374.103135
5719,71.7712,29762.63,83,3,127.4887,6101.516217
5720,69.15481,12344.99,88,1,137.4872,5739.929828
5721,54.67054,37586.34,48,0,167.4564,4647.66648
5722,51.48861,33934.52,33,7,202.4433,4811.298513
5723,61.0588,67720.61,37,3,157.4698,5209.85908
5724,57.65975,33818.46,70,0,117.4686,5319.498579
5725,53.12753,2526.17,31,2,182.4653,4861.72144
5726,70.49565,28436.06,31,6,139.9349,6722.143611
5727,50.42623,10326.88,55,0,172.4579,4533.008494
5728,58.74129,24964.32,80,1,127.4958,4901.491925
5729,52.65622,32161.46,76,3,182.497,4643.51863
5730,54.01225,39496.24,28,3,79.97886,4585.713564
5731,65.95332,33704.46,27,2,142.4713,6282.463563
5732,63.01903,26636.01,77,8,139.9349,6020.277207
5733,71.00745,14352.01,52,0,132.466,6543.110379
5734,71.02256,9043.47,49,0,104.9781,6399.222377
5735,42.80596,9516.26,20,2,255.1336,4784.796994
5736,62.15286,22112.6,41,4,172.4579,5615.849093
5737,50.89715,71367.15,53,0,229.9931,4646.442659
5738,57.20095,32177.35,48,1,159.9512,4966.136132
5739,64.98806,20041.91,53,3,162.4653,6205.696339
5740,60.32779,59338.19,82,1,137.4872,5036.334729
5741,64.47076,29254.96,79,4,159.9476,6033.647017
5742,60.16687,49519.95,66,1,172.4567,5553.300748
5743,69.76805,33028.82,18,2,162.4653,6599.040223
5744,64.44445,19527.71,72,6,112.4844,5460.550342
5745,71.00882,33425.04,52,0,187.4811,6742.932022
5746,67.93006,68192.09,76,4,255.1198,6640.554732
5747,52.51777,51058.06,49,3,235.1417,5463.709926
5749,43.86844,35825.11,76,2,152.4907,3992.718989
5750,64.44732,71070.02,23,0,149.9447,6093.091927
5751,64.12634,23670.0,68,2,139.983,5849.463694
5753,59.71663,26652.94,89,1,147.4738,4970.688189
5754,66.60766,59640.61,73,8,144.9889,6398.11875
5755,60.8744,27059.29,33,2,137.4686,5269.998748
5756,47.43916,79594.91,69,3,129.9483,4526.335532
5757,62.04664,21531.39,24,0,114.9509,5754.564928
5758,62.56058,74885.9,78,1,132.4798,5830.300597
5759,66.05097,26011.14,77,0,222.65,5983.812869
5760,62.75224,62820.43,28,0,107.4958,5865.625146
5761,57.13921,13665.81,26,0,134.9801,5004.36005
5762,70.97645,41102.74,59,0,112.4551,5781.732
5763,51.27317,17280.46,24,0,159.9476,4927.165029
5764,67.75314,16028.17,71,2,267.6427,6713.081591
5765,52.29353,78464.32,65,2,175.1331,4797.122065
5766,54.7075,65204.61,88,1,114.9509,4974.163846
5767,61.74103,41237.45,19,1,149.9621,5514.944335
5768,65.12119,43864.93,44,0,262.6106,6021.415503
5769,54.76926,5096.68,67,2,225.1786,5252.083564
5770,70.18932,39830.33,62,0,232.6378,6735.268525
5771,61.30642,46515.2,43,2,129.9915,5771.251702
5772,63.28674,17602.49,26,2,139.9349,6024.715109
5773,59.1618,38203.16,82,0,114.9728,4895.745165
5774,58.78687,35600.06,41,4,139.983,5562.051941
5775,65.70769,36435.66,46,0,265.1283,6091.064644
5776,63.45489,30431.48,21,3,184.9496,6161.945348
5777,68.41013,13599.19,33,0,169.9447,5971.515636
5780,57.67289,53320.87,63,0,114.9658,4920.518248
5781,60.82718,32687.28,80,1,247.6647,6066.504159
5782,69.76544,23570.06,18,1,127.4887,6174.824996
5783,66.63219,49336.26,58,0,127.4421,6084.511649
5784,70.34319,18407.87,54,2,137.4392,6003.619513
5785,61.75654,12747.26,89,7,102.4746,5237.396005
5786,60.34007,95198.64,23,0,182.4608,5367.056964
5787,44.02354,46466.83,22,2,119.9897,4031.48686
5788,63.66434,10178.42,72,0,107.4958,5796.100318
5789,61.62652,30082.5,81,1,179.9794,5225.360098
5790,70.17488,4666.08,56,0,192.4404,6134.697014
5791,61.29358,93285.19,28,1,104.9923,5289.954359
5792,68.01745,52493.72,36,1,112.4551,5727.757032
5793,69.68705,17952.0,37,0,207.6094,6205.48799
5794,67.65646,35559.68,89,0,162.5299,5824.23881
5795,50.09295,50577.25,30,4,137.4836,4941.678785
5796,47.99043,43085.55,75,3,175.1331,4442.533708
5797,69.14535,75711.93,46,1,127.5112,5938.865925
5798,47.91787,19922.88,33,8,119.9568,4869.334092
5799,65.87412,3905.36,83,1,147.4421,5557.721713
5800,59.66274,37283.81,77,2,112.4551,4939.550584
5802,61.54602,27844.19,19,1,174.9755,5668.159085
5803,66.99754,8293.64,84,1,192.4885,5659.937572
5804,69.74139,17014.29,56,3,149.9598,6017.607321
5805,58.91354,49525.96,51,2,204.9496,5208.138235
5806,67.61943,21581.2,53,0,149.9598,5761.220242
5807,51.22671,71436.4,50,0,104.9643,4610.805566
5808,59.94889,19435.67,54,2,162.4538,5641.701018
5809,70.31022,15263.7,81,3,162.5299,6074.151439
5810,59.6057,48071.63,26,1,182.447,5247.01062
5811,44.89823,58057.2,32,3,194.9768,4183.048936
5812,50.98192,29830.87,72,4,169.9378,4477.609834
5813,56.88725,57580.18,88,3,182.4433,5445.967827
5814,61.33886,12621.78,70,4,164.967,5871.888679
5815,47.96511,48689.21,84,1,117.5152,4181.676431
5816,54.23273,48524.09,75,1,252.624,4968.719293
5817,57.78109,32773.01,77,4,124.9643,4768.978651
5818,67.90183,27535.44,65,0,252.6378,6171.559833
5819,62.24788,41514.67,26,3,104.9781,5848.006408
5820,66.70369,33247.66,62,4,137.4684,5859.752162
5821,62.32519,17163.24,20,1,174.9919,5555.86987
5822,60.04073,9572.9,21,0,159.9512,5174.273895
5823,68.07677,4874.95,37,2,147.4421,5837.517911
5824,59.79068,30057.73,79,3,129.9621,5586.42851
5825,58.09895,21616.86,29,4,139.9349,5698.426541
5826,62.11937,13101.08,26,0,149.9598,5481.366195
5827,44.39429,32007.27,52,2,152.4798,4091.382815
5828,71.30912,23704.58,23,0,235.1884,6667.97528
5829,62.04916,6536.16,39,3,139.965,5866.495925
5830,67.19295,27450.44,32,1,154.9919,6411.160905
5831,63.28078,39086.8,84,0,187.656,5611.622091
5832,71.58072,16604.79,29,0,129.9483,6590.287954
5833,68.63236,32669.61,43,5,114.9509,6385.814454
5834,65.3851,36674.22,85,6,165.0182,5902.542522
5835,64.12772,70057.28,39,1,139.9678,5611.04531
5836,69.97238,24120.92,36,0,245.147,6854.114445
5837,57.44027,52869.22,56,0,245.1612,5385.186807
5838,50.46018,37829.04,18,0,177.4876,5066.934116
5839,62.18037,22328.55,77,2,184.9647,5479.036356
5840,61.82935,75196.45,79,1,139.9875,5562.421296
5841,60.69462,33851.87,33,1,114.9976,5316.712002
5842,61.85233,62276.09,56,3,214.9525,5466.255604
5843,57.17893,26999.2,88,0,124.9781,4723.54426
5844,69.95421,21558.19,61,0,82.49655,5848.90356
5845,59.21586,15215.24,50,1,139.983,5475.340643
5846,69.09557,22713.63,57,1,149.9913,6017.868507
5847,47.83008,51466.52,43,1,255.1372,4656.200883
5848,71.39166,11489.41,67,3,187.6094,6799.703331
5849,63.07092,30848.77,53,1,222.6362,5768.283353
5850,53.75074,67611.32,86,0,202.6362,5232.068649
5851,63.67009,27938.0,25,1,159.9349,5576.065751
5852,40.76616,120330.5,60,1,184.9963,3832.149233
5854,54.24636,16257.75,77,4,149.9913,4874.991387
5855,62.39739,11106.05,30,1,117.472,5404.784064
5856,67.29466,13256.25,51,2,114.9838,5748.451595
5857,68.14379,38179.17,70,2,127.4738,6167.764392
5858,69.29855,27204.24,58,3,192.4885,5995.290634
5859,47.78655,20273.75,30,0,172.4441,4317.862166
5860,48.44746,14730.41,84,1,192.4404,4246.327693
5861,44.99139,36139.18,62,4,257.6513,5009.989918
5862,57.56205,58123.92,35,1,169.9928,4953.477077
5863,70.00887,82296.19,19,0,172.4441,6127.72243
5865,67.20585,41536.3,43,2,152.4441,6294.425576
5866,55.3519,38613.42,54,0,179.9794,4851.255631
5867,65.67374,20726.52,60,2,210.1051,6417.345402
5868,64.11549,14744.58,74,7,152.4441,6093.493249
5870,39.5421,15533.0,27,1,127.525,3656.35595
5871,61.59822,59388.62,79,2,152.4798,5412.512376
5872,71.83398,38039.5,45,3,129.9778,6659.547499
5873,71.0114,14078.51,83,3,192.4885,6053.671903
5874,64.60644,26139.47,30,1,255.1198,6426.687397
5875,50.77685,58304.48,31,2,129.9915,4947.825183
5876,61.00152,17400.04,88,4,229.9931,5482.759209
5877,60.92178,35738.78,70,0,114.9509,5511.579607
5878,64.63019,62309.09,77,1,192.4404,5595.256243
5879,66.9541,14744.09,62,2,217.4725,6002.159687
5880,71.80429,37652.91,89,4,137.4686,6125.821735
5881,37.04125,50465.23,40,1,149.9447,3822.54562
5882,46.55404,6015.6,88,0,220.1185,4194.186085
5883,65.54969,13543.51,19,2,204.9634,5976.68996
5884,57.18854,81253.97,88,2,159.983,4801.928653
5886,69.90673,8068.23,29,3,117.4872,6470.044027
5887,58.9945,54739.98,63,0,140.0013,5514.922539
5888,62.94907,33280.3,29,3,144.9607,5386.649919
5889,64.07956,44042.94,69,3,184.967,5655.455765
5890,46.55143,65174.04,49,2,129.9621,4616.261041
5891,40.7843,15503.73,40,1,172.4567,4050.379301
5892,56.03048,2421.1,54,0,167.4564,4821.711621
5893,68.89551,43838.7,33,1,152.4798,6083.416035
5894,66.94288,25945.22,80,3,182.4676,5874.695874
5895,66.52284,57738.77,70,1,127.482,5573.344552
5896,56.28159,7936.05,34,0,139.9792,5070.792059
5897,62.11875,31808.9,43,2,174.9768,5940.705687
5898,61.2541,68169.91,26,2,242.6106,6191.579895
5899,50.76733,54959.67,26,8,129.9915,5148.146411
5900,71.82846,66370.29,19,0,174.9618,6399.072403
5901,70.73486,35827.4,67,0,154.9618,6518.531089
5902,40.12358,21089.21,45,2,202.65,4439.358981
5903,55.67612,84969.58,78,1,107.5286,4661.218675
5904,67.97028,92162.79,35,1,127.4958,5805.233954
5905,48.31617,37627.29,26,0,159.9794,4697.773285
5906,68.88054,53611.13,24,5,184.9647,6294.155657
5907,65.48947,108982.2,72,1,92.45514,5733.79702
5908,56.81183,27679.48,87,0,159.9349,4819.114767
5909,58.09792,59827.93,75,1,132.466,5440.70707
5910,69.83332,29957.52,71,0,129.9915,6398.841901
5911,66.31056,11162.56,21,0,137.4978,5847.437103
5912,40.13259,46024.12,31,4,267.6427,4642.627892
5913,71.11315,41734.27,48,0,92.45514,6242.49162
5914,51.83337,18537.85,23,4,137.4872,4543.82768
5915,66.16845,36172.9,66,0,210.1051,6376.639792
5916,44.47594,114851.2,29,4,209.9931,4735.622867
5917,41.92048,26310.0,39,3,275.1336,4314.292516
5918,69.90151,63130.04,80,0,102.4746,5801.078035
5919,65.07074,22295.46,74,1,225.132,6323.723983
5920,61.10961,19755.18,78,0,194.9663,5735.231545
5921,60.97795,54592.75,76,4,257.6513,6273.993497
5922,65.51642,21136.06,18,0,194.9744,5862.216204
5923,61.83914,48308.34,30,1,104.9629,5401.772294
5924,52.89423,103476.1,58,4,139.965,5084.851456
5925,60.04495,41031.65,62,3,230.1051,5519.813683
5926,53.80449,47410.05,52,0,184.9647,4813.13127
5927,65.06381,19863.77,30,1,137.4872,5512.596647
5928,53.4492,24616.46,46,1,242.6106,5455.706117
5929,60.85074,40557.84,71,4,92.45514,5449.342554
5930,58.25985,57227.25,59,3,127.5112,4979.764199
5931,56.83604,32002.74,56,4,127.4421,5329.246171
5932,70.16829,18957.86,73,0,129.9598,6317.989438
5933,52.66447,65952.12,57,0,194.9581,4724.802444
5934,58.238,26354.71,77,1,192.4567,4945.69374
5935,54.77909,59816.0,82,1,200.1185,5285.025958
5936,71.16283,16168.56,50,8,192.4404,6395.482406
5937,58.27269,23515.27,27,0,160.0013,5078.029461
5938,68.41303,21961.36,36,4,142.4526,6548.739039
5939,44.75355,58210.13,24,1,169.9741,4019.765436
5940,56.20194,61316.31,56,2,149.9621,4923.50439
5941,46.60224,6921.31,83,0,107.4958,4279.718136
5942,67.71178,18453.27,73,3,114.9728,5635.888386
5943,69.67895,20073.23,59,1,212.6228,6746.166459
5944,69.28827,7772.71,39,1,177.6508,6319.297112
5945,58.66502,100352.4,87,1,114.9838,4810.255665
5946,57.94445,68000.49,23,1,232.6707,5528.483995
5947,52.54837,8324.79,51,1,79.97886,4411.074803
5948,69.96694,44323.22,77,4,149.9845,6101.954062
5949,60.37982,1563.64,85,0,215.1591,5910.719593
5950,66.17964,20707.68,43,2,124.9607,5988.164218
5951,55.24695,70622.1,53,1,149.9776,4815.434176
5952,56.63276,36343.28,59,4,114.9838,4910.178894
5953,56.53361,40954.06,69,2,114.9509,5216.869795
5954,46.82488,46959.04,63,1,162.4538,4506.056002
5955,54.62225,45911.55,29,3,104.9629,4828.23036
5956,66.32483,36230.91,52,2,149.9928,6060.021953
5957,70.28188,13467.9,80,1,137.4684,5954.517973
5959,55.47474,105022.5,70,0,157.4698,4551.763964
5960,56.12583,95075.46,42,0,134.9509,4796.917237
5961,61.77794,18934.36,24,4,212.6228,6305.881041
5962,69.8304,61815.08,39,7,162.4653,6771.506746
5963,70.35146,23572.65,55,1,114.9728,5931.909999
5964,52.70133,22004.51,69,1,194.9699,4707.7319
5965,66.69393,32064.16,22,1,277.6513,6413.546906
5966,56.51994,26719.24,85,1,182.4433,5281.851852
5967,47.22872,20302.73,85,4,172.4555,4284.947558
5968,60.6298,11251.45,30,7,159.9349,5581.379706
5969,68.37603,102806.5,78,2,134.9509,5744.210121
5970,69.36054,30332.37,54,4,132.4798,6605.569716
5971,65.61605,46309.38,51,8,112.4844,5769.255809
5972,49.60721,28434.15,36,0,117.4392,4762.552792
5973,63.43072,24461.27,22,4,149.9776,5679.986847
5974,61.51035,26525.07,32,3,227.4754,5684.35373
5975,45.09378,81454.54,40,1,222.6143,4723.125316
5976,69.37615,10522.04,27,1,200.1185,6661.40216
5978,58.96627,91951.17,40,3,134.9509,5046.281771
5979,65.29336,28922.97,24,2,197.4876,5993.021537
5980,67.28766,68899.06,47,0,182.4833,5764.291132
5981,57.91581,30943.33,27,1,230.1344,5470.490324
5982,63.18965,68699.53,23,0,149.9621,5542.688477
5983,67.6047,16917.78,26,0,232.6415,6160.398795
5984,65.4571,88197.14,73,0,202.6829,5952.590424
5985,47.50976,4348.83,28,2,222.6654,4677.936927
5986,50.69944,27358.17,57,1,275.1336,4913.037126
5987,57.16208,45442.15,82,4,114.9658,4939.508383
5988,71.66334,18012.16,41,0,172.4579,6319.032596
5989,64.19903,84409.23,32,1,105.011,5517.467178
5990,48.95603,63482.69,42,1,107.482,4556.968246
5991,47.94402,27920.91,79,1,124.9607,4427.447401
5992,36.05308,2447.86,41,5,242.6573,3888.542928
5993,67.18986,43750.13,26,1,104.9781,6191.373013
5994,62.27397,28208.48,43,1,192.4404,5560.7204
5995,62.38889,23361.98,73,2,142.4689,5746.454782
5996,67.27106,13467.7,23,3,245.1457,6447.175354
5997,58.42303,7977.38,81,2,124.9607,5310.301812
5998,58.94486,9039.85,42,6,245.147,6115.579407
5999,71.88705,28627.89,65,3,182.447,6269.306466
6000,44.09777,13970.62,68,0,162.4827,3869.872224
6001,70.62164,30067.59,64,0,242.6106,6772.978906
6002,63.92945,52288.11,47,2,172.4579,5727.232268
6003,59.46448,27034.63,25,3,94.97283,5530.990602
6004,70.56628,42345.21,65,2,172.4705,6520.292051
6005,56.08957,12346.69,25,3,114.9728,4840.964036
6006,69.30257,13077.96,67,0,172.4624,6008.369934
6007,64.60955,20447.16,32,3,82.49655,5598.408561
6008,63.00351,12778.1,74,1,157.4698,5268.611353
6009,64.81359,9001.05,65,0,220.1149,6246.864694
6010,54.22687,12145.15,82,0,255.1417,4942.653192
6011,62.21334,4998.9,48,3,162.4653,5994.735404
6012,63.31259,35629.29,54,2,127.4783,5874.668217
6013,60.52991,56074.77,68,0,194.9768,5214.429658
6014,49.22913,13209.19,24,2,265.147,4794.822207
6015,68.69263,20621.67,37,0,177.6508,6246.264685
6016,50.20686,31456.21,61,0,179.9656,4243.622875
6017,63.5434,31292.07,33,1,277.6375,5991.45754
6018,52.07024,50822.04,79,1,92.45514,4611.303594
6019,67.99211,10269.12,39,2,129.9778,6251.354682
6020,68.19039,14802.57,42,7,194.9581,6308.688863
6021,66.78366,14611.28,58,0,167.4847,6356.486114
6022,54.35016,32714.76,59,0,117.5152,4756.034607
6023,62.9411,66220.67,48,3,115.0021,5481.191737
6024,55.20008,2682.63,31,0,182.4833,4826.319401
6025,63.47945,9136.47,57,0,222.6281,6223.9084
6026,70.6626,13830.68,75,0,220.1478,6284.162335
6027,46.80924,13090.39,58,0,147.4783,3951.955674
6028,61.99036,26992.77,66,0,137.4978,5345.910452
6029,63.86174,86574.82,82,0,125.0073,5280.455768
6030,69.02601,46932.29,36,2,149.9621,6000.793836
6031,58.43007,59865.13,46,5,154.9919,5770.387227
6032,68.93162,27289.75,68,8,164.967,6623.719418
6033,69.026,30938.57,55,7,187.6094,6768.348896
6035,42.05546,29377.52,18,8,157.4698,3868.983397
6036,55.08862,33896.9,84,2,149.9447,5187.833012
6037,36.44011,18543.4,86,1,137.4686,3145.639435
6038,50.07627,18213.56,32,5,147.4738,4573.084997
6039,42.10529,5911.67,24,2,124.9643,3596.735771
6040,60.75598,106634.6,63,4,184.9797,5788.90717
6041,41.60875,21574.46,72,3,220.1615,4086.565
6042,68.46483,17631.83,20,1,174.9882,6540.061159
6043,66.69757,57748.04,47,4,242.6326,6245.097339
6044,66.50887,52047.27,54,1,220.1323,6052.322466
6045,47.34607,70453.29,80,0,152.466,4051.99766
6046,60.17035,52212.6,67,2,149.9845,5352.745495
6047,52.42844,40181.23,72,1,162.4689,4489.316917
6048,68.50196,25212.48,33,4,140.0013,6515.441262
6049,67.57419,76525.77,19,7,154.9618,6632.42053
6050,63.88777,39240.76,44,0,162.5299,5580.693234
6051,62.09662,57236.92,76,2,162.4608,5812.281035
6052,66.03293,20725.92,21,3,129.9926,5832.81909
6053,48.02057,26217.35,24,1,127.4421,4619.488116
6054,61.43691,16280.67,85,6,159.9349,5436.403424
6055,70.04054,44344.5,53,3,192.4404,6225.879093
6056,58.54873,33751.2,18,3,149.9621,5271.168703
6057,50.48601,29438.79,33,0,182.4538,4460.120921
6058,65.18605,40030.35,70,1,164.9715,6109.837555
6059,64.20616,24495.35,18,1,112.4551,5392.197566
6060,48.30622,12101.41,53,0,172.4441,4237.980107
6061,61.63974,53461.53,83,1,197.4702,5869.727078
6062,45.58687,40165.02,29,0,184.967,4178.995617
6063,67.09106,47557.16,76,2,232.6707,6134.954553
6064,51.0221,9637.9,86,7,175.1331,4778.015995
6065,61.76772,86416.45,33,1,142.4827,5876.740785
6066,71.7248,25042.36,24,1,192.4885,6243.997319
6067,60.03811,1593.63,28,8,174.9768,6004.110633
6068,61.51052,10979.96,18,4,172.4579,5685.67988
6069,68.2985,13313.87,73,1,220.1185,6008.789959
6070,48.79525,44584.01,37,0,210.1051,5048.197523
6071,57.38041,13378.66,73,4,207.4974,5141.242839
6072,66.34669,40248.81,75,0,232.6378,6377.789045
6073,40.94814,55409.09,68,2,225.132,4444.680517
6074,50.46332,23775.65,87,3,134.9509,4195.472287
6075,52.35716,21907.65,27,4,144.9607,4638.39887
6076,68.5356,55499.61,57,3,117.5015,5854.161999
6077,42.25776,67205.55,52,4,142.4827,4390.483323
6078,52.36613,6313.21,45,1,190.127,5326.555997
6079,56.24027,23069.81,18,2,162.4526,5182.334759
6080,55.90137,24014.24,22,0,152.4798,5071.038201
6081,44.49898,31612.9,46,3,129.9483,4321.771592
6082,45.7211,40293.84,27,1,207.4754,4676.648543
6083,40.77723,37477.74,69,3,142.5007,4121.283443
6084,62.83437,27376.4,71,0,140.0049,5239.916322
6085,68.66575,2131.46,34,0,137.4836,6327.240839
6087,60.20473,17193.14,75,2,152.4441,5615.851877
6088,69.93388,8197.24,79,2,242.6281,6328.715655
6089,69.76328,68046.98,76,8,182.4762,6285.098359
6090,59.96515,16226.95,66,3,169.9447,5263.711526
6091,45.62317,26129.71,38,1,162.4676,4570.378779
6092,67.1217,16403.11,65,1,172.4742,5808.42996
6093,49.50927,15935.25,81,4,104.9781,4654.692645
6094,58.62812,57501.66,36,5,162.4526,5411.328838
6095,66.94572,50556.0,26,0,179.9476,5873.574766
6096,62.46678,30630.9,22,2,162.447,6021.120111
6097,71.52189,29261.45,49,2,184.961,6735.098237
6098,69.87194,30819.18,88,1,124.9607,6112.379667
6099,54.60066,50181.69,52,1,137.4616,4829.62672
6100,48.95286,115239.5,40,1,102.4746,4246.521336
6101,66.58949,19755.4,35,2,92.45514,6058.310861
6102,63.40077,38556.54,87,4,172.4705,5922.604676
6103,61.28932,61396.06,49,3,164.9785,5940.643763
6104,68.15887,14571.81,83,0,152.4441,6179.798997
6105,56.95876,25993.77,40,0,235.1555,5845.571509
6106,62.77848,27744.81,72,3,159.9349,5449.543139
6107,64.54916,42934.29,51,2,214.9663,5753.65882
6108,55.42423,34424.64,81,4,107.4958,5214.554943
6109,64.61204,121118.5,68,3,152.4441,6030.712542
6110,67.15389,39126.86,49,1,114.9658,5691.770997
6111,56.42112,8817.04,42,1,222.6326,5693.54601
6112,64.16811,16327.69,36,1,142.4713,6028.840796
6113,67.49275,44373.59,82,1,127.4421,6107.121136
6114,67.99357,23800.51,24,1,159.9476,6327.983433
6115,61.72696,5625.39,24,0,200.1185,6060.749169
6116,50.36108,28119.92,53,2,162.4526,4538.800188
6117,49.04885,44598.46,22,3,159.9875,4432.458176
6118,63.41331,24767.05,63,2,267.6427,6297.599869
6119,57.54902,36890.17,36,3,255.1336,5971.138391
6120,50.22175,38674.2,88,3,204.961,4561.520294
6121,53.66326,13944.19,69,4,197.484,5435.229637
6122,40.35081,57290.83,39,1,230.1344,4038.962601
6123,67.73428,22121.83,82,3,149.9598,5767.903799
6124,55.76068,55044.0,39,0,127.4421,5256.017788
6125,68.24302,29803.1,88,3,187.4847,6056.563368
6126,56.736,28409.36,64,0,139.9512,5176.004699
6127,43.51717,5666.72,49,3,147.4421,3812.770109
6128,58.6209,35026.08,30,4,112.4844,5059.515014
6129,56.86301,16759.04,29,4,172.4404,5669.10693
6131,47.65726,39291.83,64,6,157.4698,4115.596496
6132,58.26304,102609.3,41,1,92.5018,4997.254175
6133,64.7292,21294.02,67,0,182.497,5652.192603
6134,49.28233,45697.72,89,1,95.01949,4179.222967
6135,60.15262,22036.29,52,3,112.4551,5092.44112
6137,63.66258,113595.2,34,1,235.1372,6396.483969
6138,58.41511,41978.12,70,0,154.9919,5454.264521
6139,71.01166,82500.7,71,0,152.4579,6580.770491
6140,64.37976,38645.01,79,4,149.9447,5980.037893
6142,59.16267,38157.4,62,0,267.6647,5544.854265
6143,71.73306,51826.63,69,6,204.961,6396.472998
6144,66.95572,12490.92,56,3,220.1185,6016.072225
6145,57.50554,14551.81,18,0,204.9797,5133.478559
6146,49.40477,24503.38,62,3,142.4526,4875.213905
6147,59.97525,45578.06,79,1,127.4586,5135.332591
6148,55.40938,17812.53,66,3,149.9776,4847.690335
6149,56.84855,2131.71,59,2,192.4404,5047.446061
6150,67.89181,28635.7,63,4,184.9647,6054.489807
6151,44.75964,25195.84,89,4,127.4601,4170.169733
6152,65.79896,69959.26,77,1,199.9902,6269.18922
6153,50.07284,54835.61,54,2,235.1555,5249.968921
6154,59.81234,51321.51,44,0,104.9629,5111.961455
6156,63.99841,54797.32,59,1,172.4885,5909.655057
6157,60.16638,39713.66,65,3,149.9598,5203.543626
6158,68.96601,38060.22,40,0,149.9928,6254.208798
6159,55.66796,57602.95,40,4,175.0211,5105.294837
6160,60.78156,39021.86,62,1,222.6281,6017.240403
6161,56.56567,25767.04,43,0,154.9618,5436.225993
6162,62.36767,20664.99,57,3,242.6106,6211.970512
6163,55.28091,27751.19,33,3,169.9671,4998.892491
6164,64.10363,8565.31,65,1,137.5165,5473.406858
6165,61.53705,13080.72,27,0,149.9447,5841.516274
6166,68.33092,26235.49,41,0,159.9875,5775.455429
6167,68.87727,20782.65,33,1,184.9785,6139.778068
6169,56.53318,11464.09,21,1,255.1555,5490.285527
6170,63.67919,103510.7,27,1,127.4601,5831.318891
6171,71.65389,79197.42,27,2,129.9621,6745.232916
6172,44.55455,105193.1,84,2,162.4827,3998.697285
6173,47.98288,64728.95,57,0,157.4836,4143.62851
6174,56.37649,12883.78,58,0,104.9643,5088.824488
6175,66.98487,17563.99,36,7,94.97283,6234.269377
6176,50.56974,80205.9,84,2,222.6609,4729.989422
6177,65.9038,42964.38,35,4,182.4538,5840.003407
6178,60.36546,15095.8,58,6,142.4713,5799.053123
6179,51.34296,53833.45,46,4,232.6228,4965.237046
6180,62.83833,19533.69,89,0,222.6281,6066.459973
6181,58.52876,18474.89,88,0,184.967,5045.986552
6182,56.01033,78123.58,38,3,162.5119,5190.911924
6183,70.67111,28045.78,37,3,210.1518,6557.61015
6184,70.98518,19293.1,27,2,277.6375,6651.677415
6185,62.54758,7391.15,51,2,220.1185,5640.487005
6186,70.80297,30546.19,48,1,125.0073,5991.463291
6187,45.50676,8271.97,79,0,139.9512,4206.724875
6188,58.79896,18556.35,49,2,235.1591,5547.293219
6189,62.58644,50491.3,76,2,182.4538,5372.192462
6190,68.14401,644.32,41,1,159.9794,6386.315071
6191,67.85251,11150.32,83,1,129.9621,6172.3134
6192,61.20259,38682.52,23,1,187.4673,6031.527231
6193,62.39033,33436.08,85,1,202.4433,5349.364775
6195,56.97688,95657.24,41,2,192.4705,5154.285324
6196,66.28837,14975.47,71,2,210.138,6022.470272
6197,65.1302,36196.63,53,8,197.484,6468.116177
6198,63.08784,35180.11,82,1,152.4952,5485.07682
6199,68.6808,58102.4,82,1,114.9838,5729.606483
6200,62.43544,51126.59,85,0,184.9496,5823.280926
6201,44.16108,89224.24,83,0,175.0211,3984.440452
6202,45.82823,50595.25,77,3,214.9663,4165.246664
6203,65.38502,52745.63,69,0,192.4885,5546.205773
6204,47.67411,18640.62,42,0,127.4958,4088.474484
6205,69.80788,27890.61,29,2,277.6375,6548.654854
6206,56.73689,14235.87,49,1,149.9621,5006.557282
6207,51.63534,20757.95,57,2,207.6094,4769.420216
6208,70.16722,66851.03,82,3,159.9476,6377.495823
6209,65.68601,20544.64,29,2,107.4806,5779.189603
6210,50.24709,80501.9,37,2,112.4551,4216.911911
6211,63.97947,28218.54,31,0,190.127,6246.190895
6212,71.25102,26644.15,27,6,172.4579,6515.85714
6213,71.56158,60163.56,57,0,164.9889,6243.772617
6214,54.03406,84378.57,48,1,127.4738,5135.275111
6215,56.7422,22293.87,64,4,147.4421,4881.833739
6216,62.47951,56567.94,77,0,175.0211,5422.798976
6217,60.20609,14325.51,73,1,92.45514,5379.896069
6218,46.00587,30533.21,31,3,137.4684,4187.61619
6219,62.8196,123206.3,88,3,172.4848,5593.760801
6220,55.17028,4007.53,77,0,222.6362,4964.396722
6221,51.06149,19016.55,33,0,164.9785,5144.987347
6222,57.59524,109866.0,32,4,200.1323,5899.937578
6223,57.87341,33920.51,72,0,220.1149,5655.25061
6224,60.43351,17286.64,65,0,202.65,5976.368221
